subscription_id,customer_id,user_id,plan_id,plan_amount,plan_currency,plan_interval,status,created,current_period_start,current_period_end,cancel_at_period_end,canceled_at,trial_start,trial_end,metadata
sub_e387a90787ec57,cus_bf23bbbe56f44e,2096,price_57a9e2f243f4d5,19900,usd,month,canceled,2025-01-21 14:42:01.221824,2025-01-21 14:44:01.221824,2025-02-20 14:44:01.221824,True,2025-01-23 20:44:35.379178,2025-01-08 14:44:01.221824,2025-01-21 14:44:01.221824,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_7a38ed5b95d0d9,cus_0f34893c8e99a6,2103,price_25d24364f3fbe7,9900,gbp,month,unpaid,2025-01-29 09:22:56.999533,2025-01-29 09:50:56.999533,2025-02-28 09:50:56.999533,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_478b293cba63d0,cus_69ea6d7fdbee7d,2106,price_5d67051d362c4c,29900,gbp,month,active,2025-01-28 23:13:40.573768,2025-01-28 23:25:40.573768,2025-02-27 23:25:40.573768,False,,,2025-01-28 23:25:40.573768,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_0c8836de308c5c,cus_8777582308541b,2108,price_dca99e46770e63,19900,GBP,month,active,2025-01-31 19:18:07.050932,2025-01-31 19:20:07.050932,2025-03-02 19:20:07.050932,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_94a8dea9346648,cus_b6ec6103b5bc95,2111,price_7ef96d6364258f,29900,GBP,month,active,2025-01-16 18:55:03.308587,2025-01-16 19:03:03.308587,2025-02-15 19:03:03.308587,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_3fe45db7bb4f63,cus_9a0c4eefbd3640,2113,price_ee7aeecc00610d,29900,gbp,month,active,2025-02-22 11:01:50.289065,2025-02-22 11:14:50.289065,2025-03-24 11:14:50.289065,False,,,2025-02-22 11:14:50.289065,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_697ae74d0563fc,cus_4650a5feab2368,2117,price_53614248565eaa,29900,gbp,month,active,2025-01-29 03:21:16.793084,2025-01-29 03:34:16.793084,2025-02-28 03:34:16.793084,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_cdf27495ffc062,cus_7eb15a79df7b8a,2129,price_f01c001e662e07,9900,Eur,month,active,2025-01-24 08:20:11.706868,2025-01-24 08:32:11.706868,2025-02-23 08:32:11.706868,False,,,2025-01-24 08:32:11.706868,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_87d38c3cf56a34,cus_678a9910c0e47a,2133,price_216ee2a08391c4,2900,USD,year,unpaid,2025-01-17 11:30:50.592396,2025-01-17 11:40:50.592396,2025-02-16 11:40:50.592396,False,,,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_dacfc569c4406b,cus_e806b6fef37311,2153,price_810730ab4db2f4,29900,GBP,month,canceled,2025-01-12 12:54:35.377345,2025-01-12 13:15:35.377345,2025-02-11 13:15:35.377345,True,2025-02-02 10:11:52.995621,,2025-01-12 13:15:35.377345,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_e3054cab2ff231,cus_c2c06095e2d02c,2157,price_bc34095225bafc,29900,eur,month,active,2025-01-25 00:17:05.761479,2025-01-25 00:26:05.761479,2025-02-24 00:26:05.761479,False,,2025-01-12 00:26:05.761479,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_b17b0aef909dbd,cus_95b214e7c22fd5,2160,price_389e1783cdf468,29900,usd,year,canceled,2025-01-10 20:06:45.051229,2025-01-10 20:30:45.051229,2025-02-09 20:30:45.051229,True,2025-01-19 17:25:06.668386,,2025-01-10 20:30:45.051229,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_4b7338647f96d8,cus_48266e147323e3,2170,price_2760602cb9bede,29900,eur,month,active,2025-02-13 04:17:11.265075,2025-02-13 04:40:11.265075,2025-03-15 04:40:11.265075,False,,2025-02-02 04:40:11.265075,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_8669ecf6d50f93,cus_966f7f4414b668,2182,price_2ce2e7c53f30ad,19900,Eur,year,active,2025-02-08 08:45:03.559490,2025-02-08 08:56:03.559490,2025-03-10 08:56:03.559490,False,,2025-02-01 08:56:03.559490,2025-02-08 08:56:03.559490,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_daebfed125bb88,cus_22d860c2817cc9,2185,price_ca9a124d92d5c4,2900,usd,month,active,2025-01-12 11:46:56.541778,2025-01-12 11:59:56.541778,2025-02-11 11:59:56.541778,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_1c6a799382ee72,cus_988aec407c63e6,2192,price_8bb8540a85aae7,29900,eur,year,active,2025-01-04 14:57:59.841966,2025-01-04 15:03:59.841966,2025-02-03 15:03:59.841966,False,,2024-12-22 15:03:59.841966,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_843fdf734dd95a,cus_0242c01dc2a797,2196,price_bafc4977a7f3eb,9900,USD,month,active,2025-01-21 19:17:10.431164,2025-01-21 19:19:10.431164,2025-02-20 19:19:10.431164,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_d74a23f4e9b3fd,cus_9581ad59f3f2a2,2203,price_d4feae394a3a85,19900,eur,month,active,2025-01-21 18:15:58.640439,2025-01-21 18:23:58.640439,2025-02-20 18:23:58.640439,False,,,2025-01-21 18:23:58.640439,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_6a6c0cd0875d41,cus_ce66b1ec23a987,2208,price_2be15e7da9be1c,4900,USD,month,active,2025-01-04 23:05:20.113194,2025-01-04 23:25:20.113194,2025-02-03 23:25:20.113194,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_ef32c1fe3102b5,cus_9b575fb6542fd9,2212,price_ae1f587a532747,29900,gbp,year,active,2025-01-14 16:17:20.235371,2025-01-14 16:22:20.235371,2025-02-13 16:22:20.235371,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_b0ade2b6d762ac,cus_d5514027074ecc,2223,price_0724f32f22891a,9900,USD,year,active,2025-02-02 16:43:36.374673,2025-02-02 16:52:36.374673,2025-03-04 16:52:36.374673,False,,2025-01-24 16:52:36.374673,2025-02-02 16:52:36.374673,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_d84b38ca968b65,cus_a6f1b9eb35f1a7,2232,price_99a7cae5b16a2e,29900,gbp,month,unpaid,2025-01-06 05:12:07.012282,2025-01-06 05:28:07.012282,2025-02-05 05:28:07.012282,False,,2024-12-30 05:28:07.012282,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_e9b72e0aaa35a0,cus_ca514d2f81c412,2237,price_cbc24bcf7983ce,29900,Eur,month,active,2025-01-04 21:31:40.978273,2025-01-04 21:54:40.978273,2025-02-03 21:54:40.978273,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_483de123893b47,cus_0170080976ae84,2243,price_12dcfda6953eb3,19900,Eur,month,active,2025-01-13 23:55:49.086260,2025-01-14 00:09:49.086260,2025-02-13 00:09:49.086260,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_c1c92c35c99850,cus_11650ac209c69f,2244,price_b9a2e16d4bf9b2,4900,eur,month,active,2025-01-14 11:53:23.309283,2025-01-14 12:23:23.309283,2025-02-13 12:23:23.309283,False,,,2025-01-14 12:23:23.309283,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_1955c9dd96fc91,cus_69121de810c3b1,2255,price_dc0fe7effe1a81,29900,eur,month,active,2025-03-07 19:15:04.900830,2025-03-07 19:22:04.900830,2025-04-06 19:22:04.900830,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_2ba69625e73ac5,cus_ca587671ba9970,2276,price_c7b9cbe5616d59,4900,usd,month,past_due,2025-01-15 00:26:31.590454,2025-01-15 00:39:31.590454,2025-02-14 00:39:31.590454,False,,,,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_4839b50c7e9062,cus_fa3cf26018ae0b,2282,price_2ce4b83d0d14ec,29900,gbp,month,active,2025-01-16 06:18:49.356035,2025-01-16 06:23:49.356035,2025-02-15 06:23:49.356035,False,,2025-01-09 06:23:49.356035,2025-01-16 06:23:49.356035,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_c4ebac876b5ed6,cus_a101d6284e5f4f,2286,price_209cfb9dc61237,2900,usd,year,active,2025-02-09 16:18:41.517684,2025-02-09 16:30:41.517684,2025-03-11 16:30:41.517684,False,,,,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_0672dd9ba40240,cus_42d99a7513f809,2288,price_1a545349a66e51,29900,eur,month,active,2025-01-29 01:30:21.473949,2025-01-29 01:41:21.473949,2025-02-28 01:41:21.473949,False,,,2025-01-29 01:41:21.473949,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_493577b5102ccf,cus_451027c8de469e,2293,price_9b73389b21098a,29900,eur,month,active,2025-02-22 23:31:44.316277,2025-02-22 23:59:44.316277,2025-03-24 23:59:44.316277,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_70f298359adc4a,cus_67a7ced2fac2ee,2295,price_acec1c4dfd31ed,4900,GBP,month,active,2025-01-31 14:45:33.614403,2025-01-31 14:53:33.614403,2025-03-02 14:53:33.614403,False,,,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_eba643672b1a4e,cus_16b4418c6a99f8,2296,price_598ddd706ff3d6,19900,Eur,month,active,2025-01-26 12:31:33.749719,2025-01-26 12:50:33.749719,2025-02-25 12:50:33.749719,False,,,2025-01-26 12:50:33.749719,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_cb934c769ab095,cus_47d07175f15bfe,2300,price_e6d1f090fab99a,29900,USD,year,active,2025-02-04 08:21:49.674995,2025-02-04 08:34:49.674995,2025-03-06 08:34:49.674995,False,,,2025-02-04 08:34:49.674995,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_aa0e12fb7637e0,cus_0d8e566569cf01,2302,price_a219840047626f,29900,usd,year,active,2025-01-08 05:14:09.488649,2025-01-08 05:16:09.488649,2025-02-07 05:16:09.488649,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_464f5f13836d94,cus_a2ec83ccc3b90a,2303,price_8ea2a6b0d7a755,29900,usd,month,active,2025-01-19 01:55:32.370674,2025-01-19 02:13:32.370674,2025-02-18 02:13:32.370674,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_0af9141ea4d84c,cus_7d196051dcfeb4,2304,price_7e9be99f71598b,2900,USD,year,active,2025-01-17 01:28:38.316871,2025-01-17 01:36:38.316871,2025-02-16 01:36:38.316871,False,,,,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_23c9b46b2a5408,cus_476786e35a4f37,2310,price_594069033f8d7c,19900,usd,month,active,2025-02-10 00:24:33.590924,2025-02-10 00:47:33.590924,2025-03-12 00:47:33.590924,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_e69d4dbfb4fd66,cus_8f2a981c38dcd3,2319,price_018f3d85140b63,19900,eur,year,active,2025-01-15 12:01:23.412793,2025-01-15 12:08:23.412793,2025-02-14 12:08:23.412793,False,,,2025-01-15 12:08:23.412793,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_ab3652544ca322,cus_52f9c5cbad6330,2325,price_5f481c0a4081b1,29900,usd,year,active,2025-01-15 09:04:12.036906,2025-01-15 09:16:12.036906,2025-02-14 09:16:12.036906,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_a4fcd92469688c,cus_508f3cd7c77542,2327,price_63dd93909b6aec,19900,usd,month,active,2025-01-22 11:38:21.396574,2025-01-22 11:46:21.396574,2025-02-21 11:46:21.396574,False,,,2025-01-22 11:46:21.396574,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_a1f1e70f166104,cus_0dd880f8fad287,2335,price_993b09244cac2d,19900,usd,month,active,2025-01-11 15:27:51.987160,2025-01-11 15:43:51.987160,2025-02-10 15:43:51.987160,False,,,2025-01-11 15:43:51.987160,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_ba44fc808032a2,cus_46ffaecb26f911,2338,price_f2942046f9ba4d,29900,USD,month,active,2025-01-20 03:33:58.442852,2025-01-20 03:51:58.442852,2025-02-19 03:51:58.442852,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_b1ac1bde4f7cd6,cus_bb7f68a573cf11,2339,price_95d086bed15272,9900,GBP,month,active,2025-02-11 02:08:46.394457,2025-02-11 02:21:46.394457,2025-03-13 02:21:46.394457,False,,2025-02-01 02:21:46.394457,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_da6f4b7a59b19f,cus_91020d18546cfb,2353,price_b30c6f22797307,9900,usd,year,active,2025-02-08 15:36:33.526162,2025-02-08 15:47:33.526162,2025-03-10 15:47:33.526162,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_c91cb87261b3f3,cus_2d954ab5616ca6,2357,price_fd7f253d305bb9,19900,eur,month,active,2025-02-12 08:09:19.888673,2025-02-12 08:18:19.888673,2025-03-14 08:18:19.888673,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_6f37159fc2b1e9,cus_2eebf3acefcb83,2362,price_03c22f8638e308,29900,gbp,month,active,2025-01-23 08:20:20.910480,2025-01-23 08:47:20.910480,2025-02-22 08:47:20.910480,False,,,2025-01-23 08:47:20.910480,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_6663ecf40de1ce,cus_5914e3d98ee06b,2364,price_e3497f18810ff8,29900,Eur,month,active,2025-01-31 11:53:37.318091,2025-01-31 12:09:37.318091,2025-03-02 12:09:37.318091,False,,,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_d698349d9acf3a,cus_d577f6a9535b2c,2368,price_bc34298875d16e,19900,Eur,year,active,2025-01-15 21:43:38.222322,2025-01-15 21:45:38.222322,2025-02-14 21:45:38.222322,False,,2025-01-07 21:45:38.222322,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_59f9a697208278,cus_47a9a6790b76e3,2380,price_616c3eaec6ff1e,29900,eur,month,active,2025-01-17 08:53:26.754772,2025-01-17 09:11:26.754772,2025-02-16 09:11:26.754772,False,,,2025-01-17 09:11:26.754772,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_501c630f612dda,cus_18260a033543a4,2387,price_4f92c0a4f275b0,4900,gbp,month,canceled,2025-02-02 13:50:36.150654,2025-02-02 14:11:36.150654,2025-03-04 14:11:36.150654,True,2025-02-03 10:41:21.683281,,2025-02-02 14:11:36.150654,"{""source"": ""linkedin"", ""archetype"": ""support_heavy""}"
sub_033f10887a83a0,cus_312f0d248119d3,2390,price_92d1b0287656d0,2900,eur,year,past_due,2025-03-04 14:59:26.951199,2025-03-04 15:23:26.951199,2025-04-03 15:23:26.951199,False,,,,"{""source"": ""referral"", ""archetype"": ""support_heavy""}"
sub_c8869f6213d91f,cus_37f75f50bf21e4,2391,price_94e529f80004e4,29900,gbp,month,active,2025-01-06 07:13:08.724529,2025-01-06 07:16:08.724529,2025-02-05 07:16:08.724529,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_dd5235f228947e,cus_f0032f3cb1e9da,2405,price_f4fedc8504b0ed,2900,gbp,year,unpaid,2025-01-15 21:59:14.833340,2025-01-15 22:13:14.833340,2025-02-14 22:13:14.833340,False,,,,"{""source"": ""referral"", ""archetype"": ""support_heavy""}"
sub_a5b4f7a0d19cb5,cus_b5f7fb190af692,2406,price_0f6e437971ebb6,9900,usd,month,active,2025-01-04 15:19:58.033361,2025-01-04 15:22:58.033361,2025-02-03 15:22:58.033361,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_f1cb5e0b768d22,cus_09e8e2af814ccc,2410,price_ecf44afec90867,4900,usd,month,active,2025-01-12 15:53:27.956550,2025-01-12 16:20:27.956550,2025-02-11 16:20:27.956550,False,,2024-12-30 16:20:27.956550,,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_3b5c4233593a7f,cus_fa9eb6705e7242,2414,price_586da3e3dcf05c,19900,gbp,month,active,2025-01-13 08:36:56.424563,2025-01-13 08:41:56.424563,2025-02-12 08:41:56.424563,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_424c98857b28d6,cus_99bb053321eec1,2422,price_6668a635d5e156,29900,gbp,year,active,2025-02-01 04:46:38.620286,2025-02-01 04:51:38.620286,2025-03-03 04:51:38.620286,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_32bc124c21e65c,cus_bac0ca3b412c38,2426,price_b52ac7095cd250,19900,GBP,month,past_due,2025-01-08 14:13:30.774203,2025-01-08 14:27:30.774203,2025-02-07 14:27:30.774203,False,,,2025-01-08 14:27:30.774203,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_72bd98e07c96c7,cus_50e71cd936798c,2427,price_9ddf670cd42b99,19900,GBP,year,unpaid,2025-02-17 21:52:49.171760,2025-02-17 22:10:49.171760,2025-03-19 22:10:49.171760,False,,2025-02-05 22:10:49.171760,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_f00aff63320ed1,cus_eb8441bb912a3f,2430,price_e0179a56b7a535,29900,USD,month,active,2025-01-27 04:42:41.355850,2025-01-27 04:44:41.355850,2025-02-26 04:44:41.355850,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_ed0c34bde5593f,cus_6b378c921b7ff4,2433,price_cf640c43c35ab0,2900,eur,year,active,2025-03-09 08:35:40.214853,2025-03-09 08:54:40.214853,2025-04-08 08:54:40.214853,False,,2025-02-25 08:54:40.214853,,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_239aee842490df,cus_9a99f9d8858a4a,2447,price_93fe4468c523bc,29900,usd,month,unpaid,2025-01-13 00:54:40.788619,2025-01-13 01:19:40.788619,2025-02-12 01:19:40.788619,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_88d6f01b29a9e1,cus_8033459d02faa9,2459,price_9109aa92c84224,19900,gbp,month,active,2025-01-05 12:55:42.450414,2025-01-05 13:11:42.450414,2025-02-04 13:11:42.450414,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_167bd7f09c84cd,cus_6b8797a6d07646,2460,price_766298cae31ace,29900,eur,month,active,2025-02-04 02:03:18.819945,2025-02-04 02:25:18.819945,2025-03-06 02:25:18.819945,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_88e772e466cc7d,cus_4217067271b60d,2461,price_3edafde131ff61,19900,eur,month,active,2025-01-13 19:39:11.532178,2025-01-13 19:49:11.532178,2025-02-12 19:49:11.532178,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_e0c353c4d510c3,cus_9f5ccb661dd60a,2466,price_f2845211dc2ce0,19900,USD,month,active,2025-02-18 19:44:57.799537,2025-02-18 20:12:57.799537,2025-03-20 20:12:57.799537,False,,2025-02-10 20:12:57.799537,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_a73b51079a06f2,cus_c45e5d3064f58f,2486,price_90e6c7f6a91a43,29900,eur,month,active,2025-01-20 00:20:02.453118,2025-01-20 00:46:02.453118,2025-02-19 00:46:02.453118,False,,2025-01-12 00:46:02.453118,2025-01-20 00:46:02.453118,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_cf0dd63ce0d715,cus_6fe2b47077993a,2489,price_0c8350835370a3,19900,GBP,month,unpaid,2025-02-08 12:15:54.035773,2025-02-08 12:37:54.035773,2025-03-10 12:37:54.035773,False,,2025-01-25 12:37:54.035773,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_ddf3830d2c3294,cus_26dc8794e8635f,2491,price_1f3cc40b26888a,29900,Eur,month,active,2025-01-27 02:46:23.562961,2025-01-27 02:53:23.562961,2025-02-26 02:53:23.562961,False,,2025-01-20 02:53:23.562961,2025-01-27 02:53:23.562961,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_25e27e0dc3e184,cus_21b7926af7e845,2495,price_1585d2efaf0501,29900,Eur,month,active,2025-01-23 08:28:10.872927,2025-01-23 08:31:10.872927,2025-02-22 08:31:10.872927,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_29df5b552bbf24,cus_2b1929eaeb8ae0,2501,price_a9498d4d45aefb,29900,gbp,month,active,2025-02-24 10:44:38.699519,2025-02-24 10:51:38.699519,2025-03-26 10:51:38.699519,False,,2025-02-11 10:51:38.699519,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_3fbb9be822e428,cus_21d70dfdf85aa8,2509,price_be77973e75b0ad,19900,eur,month,past_due,2025-01-29 16:37:15.535129,2025-01-29 16:50:15.535129,2025-02-28 16:50:15.535129,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_b331b1b0f51149,cus_a1f515df3fa0d8,2510,price_af8b98ac60dcf4,9900,Eur,month,active,2025-01-12 19:58:31.019309,2025-01-12 20:25:31.019309,2025-02-11 20:25:31.019309,False,,2024-12-31 20:25:31.019309,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_b5c4406e5a00f8,cus_02bacf187d26f8,2520,price_ec481c3ae72724,29900,gbp,month,active,2025-01-30 16:53:23.081059,2025-01-30 17:07:23.081059,2025-03-01 17:07:23.081059,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_7fac5bb27c740a,cus_eafddb98607b29,2542,price_29ccd2f2e4af22,19900,GBP,month,active,2025-01-24 06:50:14.501848,2025-01-24 07:00:14.501848,2025-02-23 07:00:14.501848,False,,,2025-01-24 07:00:14.501848,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_603bfc5ce555db,cus_fcd5938a7408bf,2549,price_ea3aa8c722770b,2900,Eur,year,past_due,2025-01-15 20:51:53.317959,2025-01-15 21:03:53.317959,2025-02-14 21:03:53.317959,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_1c006751655486,cus_8c6bf7bb2b1896,2561,price_3d0462d6edb448,19900,Eur,month,active,2025-01-11 05:38:29.301765,2025-01-11 05:53:29.301765,2025-02-10 05:53:29.301765,False,,,2025-01-11 05:53:29.301765,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_3ef96199ebebdd,cus_e7411883c88f3d,2562,price_0288ba9eea7ff4,19900,Eur,month,active,2025-01-12 15:17:38.069540,2025-01-12 15:31:38.069540,2025-02-11 15:31:38.069540,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_79327fb596f51d,cus_5e353ab8c4d5c2,2568,price_2afceaaf99c313,29900,GBP,month,past_due,2025-01-19 02:05:45.784825,2025-01-19 02:23:45.784825,2025-02-18 02:23:45.784825,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_43e6899ac13109,cus_4787ae4895f9e0,2586,price_7201e7a053c35b,19900,usd,month,active,2025-01-09 08:09:15.316165,2025-01-09 08:36:15.316165,2025-02-08 08:36:15.316165,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_ba0b7f619cd7fc,cus_a05876a5b37df6,2589,price_395ae08494249e,29900,GBP,month,active,2025-02-23 00:53:48.670510,2025-02-23 00:58:48.670510,2025-03-25 00:58:48.670510,False,,,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_138ed63410e77e,cus_a32909a81f625f,2598,price_cb3c50a3d1cb77,29900,Eur,year,active,2025-02-04 12:14:38.401301,2025-02-04 12:33:38.401301,2025-03-06 12:33:38.401301,False,,2025-01-22 12:33:38.401301,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_d83838190f6559,cus_1ae8ec922fa40d,2600,price_20fde47a07e02a,29900,USD,year,active,2025-01-31 14:15:18.611027,2025-01-31 14:24:18.611027,2025-03-02 14:24:18.611027,False,,,2025-01-31 14:24:18.611027,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_d34663cc931183,cus_7f5ac9f1008f95,2620,price_175c8b098b7d65,2900,GBP,month,active,2025-01-15 15:12:43.238437,2025-01-15 15:41:43.238437,2025-02-14 15:41:43.238437,False,,,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_5b7a789772fba3,cus_eef116d12c5179,2624,price_7f0f6a7e539ba6,9900,USD,month,active,2025-01-27 00:01:56.765949,2025-01-27 00:23:56.765949,2025-02-26 00:23:56.765949,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_736e55d22f7f9f,cus_6257e7646c20d3,2662,price_c83ad931a1fb3a,19900,Eur,month,active,2025-02-24 12:12:17.887257,2025-02-24 12:21:17.887257,2025-03-26 12:21:17.887257,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_edfb5e6db79484,cus_dd7f97350fc9c3,2675,price_737f4971cee992,29900,usd,month,active,2025-01-14 01:22:26.951910,2025-01-14 01:35:26.951910,2025-02-13 01:35:26.951910,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_25f8a020117e80,cus_a256f4753f36a2,2678,price_c93e13fd0f32e7,2900,GBP,month,unpaid,2025-01-23 14:59:04.146481,2025-01-23 15:15:04.146481,2025-02-22 15:15:04.146481,False,,2025-01-14 15:15:04.146481,,"{""source"": ""google_ads"", ""archetype"": ""casual_explorer""}"
sub_60e46d5f487ec1,cus_6027acb24e55df,2705,price_03c526f2136408,29900,usd,month,unpaid,2025-01-10 01:24:12.151403,2025-01-10 01:28:12.151403,2025-02-09 01:28:12.151403,False,,2024-12-31 01:28:12.151403,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_2cdf1c433a00a0,cus_3eed1927934ff6,2710,price_2e362db8c822aa,19900,gbp,year,past_due,2025-01-31 03:20:49.419156,2025-01-31 03:41:49.419156,2025-03-02 03:41:49.419156,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_1541cededbd479,cus_4f85963aeecf62,2711,price_505ae270e2bfe1,19900,USD,month,active,2025-02-04 19:05:01.635450,2025-02-04 19:21:01.635450,2025-03-06 19:21:01.635450,False,,2025-01-25 19:21:01.635450,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_3dbb218c58e550,cus_d3edae2d5c1b11,2722,price_d2e6fa81fef0c6,19900,usd,month,active,2025-01-17 19:31:28.224952,2025-01-17 19:33:28.224952,2025-02-16 19:33:28.224952,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_d1791e0ed94094,cus_310934c3864898,2723,price_acfbef1b0e9c3a,4900,GBP,month,active,2025-01-16 06:21:07.638438,2025-01-16 06:50:07.638438,2025-02-15 06:50:07.638438,False,,,2025-01-16 06:50:07.638438,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
