invoice_id,customer_id,user_id,subscription_id,amount_due,amount_paid,currency,status,created,due_date,paid_at,period_start,period_end,attempt_count,next_payment_attempt
in_30dc891d170902,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,USD,paid,2025-01-28 04:41:21.473949,2025-01-29 01:41:21.473949,2025-01-29 01:41:21.473949,2025-01-25 01:41:21.473949,2025-02-28 01:41:21.473949,3,
in_fe3ab6eaff5573,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,GBP,paid,2025-02-15 08:57:19.859872,2025-02-17 04:57:19.859872,2025-02-16 04:57:19.859872,2025-02-12 04:57:19.859872,2025-03-18 04:57:19.859872,3,
in_fdb5e9037c4ee2,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,USD,paid,2025-02-26 17:41:30.559056,2025-02-27 01:41:30.559056,2025-02-27 01:41:30.559056,2025-02-23 01:41:30.559056,2025-03-29 01:41:30.559056,1,
in_99c79b6f8d5231,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,eur,paid,2025-03-28 16:41:30.559056,2025-03-30 19:41:30.559056,2025-03-28 19:41:30.559056,2025-03-28 19:41:30.559056,2025-04-27 19:41:30.559056,1,
in_06b1c443ef8e09,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,gbp,paid,2025-04-28 09:41:30.559056,2025-05-04 12:41:30.559056,2025-04-28 12:41:30.559056,2025-04-26 12:41:30.559056,2025-05-28 12:41:30.559056,1,
in_1636855df77a0a,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,Eur,paid,2025-05-27 13:41:30.559056,2025-06-02 15:41:30.559056,2025-05-27 15:41:30.559056,2025-05-25 15:41:30.559056,2025-06-26 15:41:30.559056,1,
in_b87847a4f915aa,cus_42d99a7513f809,2288,sub_0672dd9ba40240,29900,29900,USD,paid,2025-06-26 08:41:30.559056,2025-06-28 19:41:30.559056,2025-06-26 19:41:30.559056,2025-06-23 19:41:30.559056,2025-07-26 19:41:30.559056,1,
in_df5ba88018e144,cus_451027c8de469e,2293,sub_493577b5102ccf,29900,29900,GBP,paid,2025-02-22 20:59:44.316277,2025-02-23 23:59:44.316277,2025-02-22 23:59:44.316277,2025-02-21 23:59:44.316277,2025-03-24 23:59:44.316277,2,
in_64bbd8d7c91bfd,cus_451027c8de469e,2293,sub_493577b5102ccf,29900,29900,Eur,paid,2025-03-24 19:59:44.316277,2025-03-29 23:59:44.316277,2025-03-24 23:59:44.316277,2025-03-23 23:59:44.316277,2025-04-23 23:59:44.316277,1,
in_36a2683a44a89a,cus_67a7ced2fac2ee,2295,sub_70f298359adc4a,4900,4900,USD,paid,2025-01-31 07:53:33.614403,2025-02-01 14:53:33.614403,2025-01-31 14:53:33.614403,2025-01-29 14:53:33.614403,2025-03-02 14:53:33.614403,3,
in_4c3bd5c6eaca8d,cus_67a7ced2fac2ee,2295,sub_70f298359adc4a,4900,4900,Eur,paid,2025-03-02 08:53:33.614403,2025-03-03 00:53:33.614403,2025-03-03 00:53:33.614403,2025-03-01 00:53:33.614403,2025-04-02 00:53:33.614403,1,
in_1d7b1d8d6f15ec,cus_16b4418c6a99f8,2296,sub_eba643672b1a4e,19900,19900,gbp,paid,2025-01-25 18:50:33.749719,2025-01-31 12:50:33.749719,2025-01-26 12:50:33.749719,2025-01-22 12:50:33.749719,2025-02-25 12:50:33.749719,1,
in_625b1b10ba06a4,cus_16b4418c6a99f8,2296,sub_eba643672b1a4e,19900,19900,gbp,paid,2025-02-08 08:45:31.631034,2025-02-08 18:45:31.631034,2025-02-08 18:45:31.631034,2025-02-05 18:45:31.631034,2025-03-10 18:45:31.631034,2,
in_3ef4cb6f831442,cus_16b4418c6a99f8,2296,sub_eba643672b1a4e,19900,19900,eur,paid,2025-03-10 09:45:31.631034,2025-03-12 00:45:31.631034,2025-03-11 00:45:31.631034,2025-03-08 00:45:31.631034,2025-04-10 00:45:31.631034,1,
in_7570000fab3ab8,cus_16b4418c6a99f8,2296,sub_eba643672b1a4e,19900,19900,GBP,paid,2025-04-09 01:45:31.631034,2025-04-09 13:45:31.631034,2025-04-09 13:45:31.631034,2025-04-09 13:45:31.631034,2025-05-09 13:45:31.631034,1,
in_c3ddf34b510f6c,cus_16b4418c6a99f8,2296,sub_eba643672b1a4e,19900,19900,GBP,paid,2025-05-09 11:45:31.631034,2025-05-15 01:45:31.631034,2025-05-10 01:45:31.631034,2025-05-08 01:45:31.631034,2025-06-09 01:45:31.631034,1,
in_6f7e49b59a2806,cus_47d07175f15bfe,2300,sub_cb934c769ab095,29900,29900,gbp,paid,2025-02-04 04:34:49.674995,2025-02-11 08:34:49.674995,2025-02-04 08:34:49.674995,2025-02-03 08:34:49.674995,2025-03-06 08:34:49.674995,2,
in_c4409212174afb,cus_47d07175f15bfe,2300,sub_cb934c769ab095,29900,29900,usd,paid,2025-03-06 01:34:49.674995,2025-03-06 17:34:49.674995,2025-03-06 17:34:49.674995,2025-03-06 17:34:49.674995,2025-04-05 17:34:49.674995,1,
in_37c8fe8cd1845f,cus_47d07175f15bfe,2300,sub_cb934c769ab095,29900,29900,usd,paid,2025-04-04 23:34:49.674995,2025-04-12 05:34:49.674995,2025-04-05 05:34:49.674995,2025-04-03 05:34:49.674995,2025-05-05 05:34:49.674995,1,
in_957a271f5193ab,cus_0d8e566569cf01,2302,sub_aa0e12fb7637e0,29900,29900,Eur,paid,2025-01-08 01:16:09.488649,2025-01-08 05:16:09.488649,2025-01-08 05:16:09.488649,2025-01-04 05:16:09.488649,2025-02-07 05:16:09.488649,2,
in_f153800a82aa29,cus_0d8e566569cf01,2302,sub_aa0e12fb7637e0,29900,29900,USD,paid,2025-02-05 23:16:09.488649,2025-02-06 17:16:09.488649,2025-02-06 17:16:09.488649,2025-02-03 17:16:09.488649,2025-03-08 17:16:09.488649,1,
in_78da4d10943cc1,cus_0d8e566569cf01,2302,sub_aa0e12fb7637e0,29900,29900,GBP,paid,2025-03-08 21:16:09.488649,2025-03-09 05:16:09.488649,2025-03-09 05:16:09.488649,2025-03-06 05:16:09.488649,2025-04-08 05:16:09.488649,1,
in_21a9c29e65222e,cus_a2ec83ccc3b90a,2303,sub_464f5f13836d94,29900,29900,usd,paid,2025-01-18 08:13:32.370674,2025-01-22 02:13:32.370674,2025-01-19 02:13:32.370674,2025-01-15 02:13:32.370674,2025-02-18 02:13:32.370674,3,
in_6fb127546774ea,cus_a2ec83ccc3b90a,2303,sub_464f5f13836d94,29900,29900,GBP,paid,2025-02-17 07:13:32.370674,2025-02-18 18:13:32.370674,2025-02-17 18:13:32.370674,2025-02-14 18:13:32.370674,2025-03-19 18:13:32.370674,1,
in_c4ecc90b5d4df0,cus_a2ec83ccc3b90a,2303,sub_464f5f13836d94,29900,29900,USD,paid,2025-03-19 18:13:32.370674,2025-03-20 05:13:32.370674,2025-03-20 05:13:32.370674,2025-03-17 05:13:32.370674,2025-04-19 05:13:32.370674,1,
in_46e1f92a5c1622,cus_7d196051dcfeb4,2304,sub_0af9141ea4d84c,2900,0,Eur,void,2025-01-16 07:36:38.316871,2025-01-20 01:36:38.316871,,2025-01-14 01:36:38.316871,2025-02-16 01:36:38.316871,3,2025-01-22 01:36:38.316871
in_cf76e5e7b265c3,cus_476786e35a4f37,2310,sub_23c9b46b2a5408,19900,19900,GBP,paid,2025-02-09 03:47:33.590924,2025-02-12 00:47:33.590924,2025-02-10 00:47:33.590924,2025-02-10 00:47:33.590924,2025-03-12 00:47:33.590924,2,
in_12cfafdde57cb1,cus_476786e35a4f37,2310,sub_23c9b46b2a5408,19900,19900,usd,paid,2025-03-11 08:47:33.590924,2025-03-16 22:47:33.590924,2025-03-11 22:47:33.590924,2025-03-09 22:47:33.590924,2025-04-10 22:47:33.590924,1,
in_5e761bf759c1a1,cus_476786e35a4f37,2310,sub_23c9b46b2a5408,19900,19900,USD,paid,2025-04-10 14:47:33.590924,2025-04-15 20:47:33.590924,2025-04-10 20:47:33.590924,2025-04-10 20:47:33.590924,2025-05-10 20:47:33.590924,1,
in_b4d4420adb194e,cus_476786e35a4f37,2310,sub_23c9b46b2a5408,19900,19900,usd,paid,2025-05-10 11:47:33.590924,2025-05-14 07:47:33.590924,2025-05-11 07:47:33.590924,2025-05-10 07:47:33.590924,2025-06-10 07:47:33.590924,1,
in_5b46ec9acd11f5,cus_476786e35a4f37,2310,sub_23c9b46b2a5408,19900,19900,GBP,paid,2025-06-09 08:47:33.590924,2025-06-15 17:47:33.590924,2025-06-09 17:47:33.590924,2025-06-09 17:47:33.590924,2025-07-09 17:47:33.590924,1,
in_abc7d78c5d7e78,cus_8f2a981c38dcd3,2319,sub_e69d4dbfb4fd66,19900,19900,gbp,paid,2025-01-14 17:08:23.412793,2025-01-16 12:08:23.412793,2025-01-15 12:08:23.412793,2025-01-12 12:08:23.412793,2025-02-14 12:08:23.412793,3,
in_882211c604f063,cus_8f2a981c38dcd3,2319,sub_e69d4dbfb4fd66,19900,19900,gbp,paid,2025-02-13 16:08:23.412793,2025-02-17 12:08:23.412793,2025-02-14 12:08:23.412793,2025-02-12 12:08:23.412793,2025-03-16 12:08:23.412793,1,
in_3b2c2747117347,cus_8f2a981c38dcd3,2319,sub_e69d4dbfb4fd66,19900,19900,eur,paid,2025-03-16 15:08:23.412793,2025-03-19 18:08:23.412793,2025-03-16 18:08:23.412793,2025-03-14 18:08:23.412793,2025-04-15 18:08:23.412793,1,
in_a3f3703a456c8c,cus_8f2a981c38dcd3,2319,sub_e69d4dbfb4fd66,19900,19900,USD,paid,2025-04-14 06:08:23.412793,2025-04-18 01:08:23.412793,2025-04-15 01:08:23.412793,2025-04-14 01:08:23.412793,2025-05-15 01:08:23.412793,1,
in_2bb2025bafa660,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,USD,paid,2025-01-14 11:16:12.036906,2025-01-19 09:16:12.036906,2025-01-15 09:16:12.036906,2025-01-11 09:16:12.036906,2025-02-14 09:16:12.036906,3,
in_3c5e4bd7f6cec3,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,usd,paid,2025-01-29 00:44:40.466593,2025-01-31 23:44:40.466593,2025-01-29 23:44:40.466593,2025-01-27 23:44:40.466593,2025-02-28 23:44:40.466593,1,
in_835fac1830baf6,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,GBP,paid,2025-02-28 14:44:40.466593,2025-03-01 00:44:40.466593,2025-03-01 00:44:40.466593,2025-02-26 00:44:40.466593,2025-03-31 00:44:40.466593,1,
in_bc3d237244fec7,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,usd,paid,2025-03-30 11:44:40.466593,2025-04-02 20:44:40.466593,2025-03-30 20:44:40.466593,2025-03-27 20:44:40.466593,2025-04-29 20:44:40.466593,1,
in_fead0b499ef6b3,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,gbp,paid,2025-04-30 01:44:40.466593,2025-05-04 11:44:40.466593,2025-04-30 11:44:40.466593,2025-04-29 11:44:40.466593,2025-05-30 11:44:40.466593,1,
in_41acedb1bbabeb,cus_52f9c5cbad6330,2325,sub_ab3652544ca322,29900,29900,Eur,paid,2025-05-29 19:44:40.466593,2025-05-31 22:44:40.466593,2025-05-29 22:44:40.466593,2025-05-27 22:44:40.466593,2025-06-28 22:44:40.466593,1,
in_27aaf60a8c6b05,cus_508f3cd7c77542,2327,sub_a4fcd92469688c,20748,0,usd,open,2025-01-21 21:46:21.396574,2025-01-26 11:46:21.396574,,2025-01-17 11:46:21.396574,2025-02-21 11:46:21.396574,2,2025-01-29 11:46:21.396574
in_aad4dd374727fb,cus_508f3cd7c77542,2327,sub_a4fcd92469688c,19900,19900,gbp,paid,2025-01-22 04:11:51.962671,2025-01-25 14:11:51.962671,2025-01-22 14:11:51.962671,2025-01-20 14:11:51.962671,2025-02-21 14:11:51.962671,1,
in_b9cac7c4c1c5c9,cus_508f3cd7c77542,2327,sub_a4fcd92469688c,19900,19900,Eur,paid,2025-01-27 16:20:55.786630,2025-01-31 21:20:55.786630,2025-01-27 21:20:55.786630,2025-01-22 21:20:55.786630,2025-02-26 21:20:55.786630,2,
in_3308ed6f00f21c,cus_508f3cd7c77542,2327,sub_a4fcd92469688c,19900,19900,usd,paid,2025-02-26 03:20:55.786630,2025-02-27 23:20:55.786630,2025-02-26 23:20:55.786630,2025-02-24 23:20:55.786630,2025-03-28 23:20:55.786630,1,
in_78c082ec876d3e,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,GBP,paid,2025-01-11 06:43:51.987160,2025-01-15 15:43:51.987160,2025-01-11 15:43:51.987160,2025-01-11 15:43:51.987160,2025-02-10 15:43:51.987160,3,
in_692050dfa9c546,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,gbp,paid,2025-01-16 12:53:25.020585,2025-01-20 15:53:25.020585,2025-01-16 15:53:25.020585,2025-01-14 15:53:25.020585,2025-02-15 15:53:25.020585,2,
in_6201cae1c26dd4,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,usd,paid,2025-02-16 01:53:25.020585,2025-02-20 03:53:25.020585,2025-02-16 03:53:25.020585,2025-02-16 03:53:25.020585,2025-03-18 03:53:25.020585,1,
in_87e871d2640e5c,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,gbp,paid,2025-03-17 02:53:25.020585,2025-03-20 18:53:25.020585,2025-03-17 18:53:25.020585,2025-03-15 18:53:25.020585,2025-04-16 18:53:25.020585,1,
in_4710d96b07f2dd,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,gbp,paid,2025-04-16 10:53:25.020585,2025-04-20 18:53:25.020585,2025-04-16 18:53:25.020585,2025-04-15 18:53:25.020585,2025-05-16 18:53:25.020585,1,
in_28456abee86159,cus_0dd880f8fad287,2335,sub_a1f1e70f166104,19900,19900,Eur,paid,2025-05-16 07:53:25.020585,2025-05-17 14:53:25.020585,2025-05-16 14:53:25.020585,2025-05-16 14:53:25.020585,2025-06-15 14:53:25.020585,1,
in_9064820a939fc9,cus_46ffaecb26f911,2338,sub_ba44fc808032a2,29900,0,usd,void,2025-01-19 05:51:58.442852,2025-01-26 03:51:58.442852,,2025-01-15 03:51:58.442852,2025-02-19 03:51:58.442852,3,2025-01-26 03:51:58.442852
in_65e02eb59d3ae7,cus_46ffaecb26f911,2338,sub_ba44fc808032a2,29900,29900,eur,paid,2025-01-19 16:12:20.389554,2025-01-22 04:12:20.389554,2025-01-20 04:12:20.389554,2025-01-20 04:12:20.389554,2025-02-19 04:12:20.389554,1,
in_4e76084515fc1e,cus_46ffaecb26f911,2338,sub_ba44fc808032a2,29900,29900,GBP,paid,2025-02-18 17:12:20.389554,2025-02-24 14:12:20.389554,2025-02-19 14:12:20.389554,2025-02-16 14:12:20.389554,2025-03-21 14:12:20.389554,1,
in_c0b3410c8be60d,cus_bb7f68a573cf11,2339,sub_b1ac1bde4f7cd6,9900,9900,gbp,paid,2025-02-10 02:21:46.394457,2025-02-14 02:21:46.394457,2025-02-11 02:21:46.394457,2025-02-10 02:21:46.394457,2025-03-13 02:21:46.394457,2,
in_cb649f2f6da255,cus_bb7f68a573cf11,2339,sub_b1ac1bde4f7cd6,9900,9900,usd,paid,2025-02-12 02:26:44.246713,2025-02-13 03:26:44.246713,2025-02-12 03:26:44.246713,2025-02-11 03:26:44.246713,2025-03-14 03:26:44.246713,2,
in_7c1cdf79721531,cus_bb7f68a573cf11,2339,sub_b1ac1bde4f7cd6,9900,9900,Eur,paid,2025-03-13 07:26:44.246713,2025-03-14 15:26:44.246713,2025-03-13 15:26:44.246713,2025-03-12 15:26:44.246713,2025-04-12 15:26:44.246713,1,
in_bf67b689ecae8c,cus_91020d18546cfb,2353,sub_da6f4b7a59b19f,9900,9900,GBP,paid,2025-02-08 02:47:33.526162,2025-02-08 15:47:33.526162,2025-02-08 15:47:33.526162,2025-02-05 15:47:33.526162,2025-03-10 15:47:33.526162,3,
in_6513f42f40f5cb,cus_91020d18546cfb,2353,sub_da6f4b7a59b19f,9900,9900,eur,paid,2025-03-10 17:47:33.526162,2025-03-15 01:47:33.526162,2025-03-11 01:47:33.526162,2025-03-10 01:47:33.526162,2025-04-10 01:47:33.526162,1,
in_27bd2cde05db82,cus_2d954ab5616ca6,2357,sub_c91cb87261b3f3,19900,19900,usd,paid,2025-02-11 09:18:19.888673,2025-02-16 08:18:19.888673,2025-02-12 08:18:19.888673,2025-02-08 08:18:19.888673,2025-03-14 08:18:19.888673,3,
in_08c3e9ccb8a1ab,cus_2d954ab5616ca6,2357,sub_c91cb87261b3f3,19900,19900,usd,paid,2025-03-14 00:18:19.888673,2025-03-16 16:18:19.888673,2025-03-14 16:18:19.888673,2025-03-13 16:18:19.888673,2025-04-13 16:18:19.888673,1,
in_b6071292dd5ed2,cus_2d954ab5616ca6,2357,sub_c91cb87261b3f3,19900,19900,Eur,paid,2025-04-13 07:18:19.888673,2025-04-20 17:18:19.888673,2025-04-13 17:18:19.888673,2025-04-11 17:18:19.888673,2025-05-13 17:18:19.888673,1,
in_323c32d9c13bec,cus_2d954ab5616ca6,2357,sub_c91cb87261b3f3,19900,19900,GBP,paid,2025-05-13 00:18:19.888673,2025-05-16 14:18:19.888673,2025-05-13 14:18:19.888673,2025-05-11 14:18:19.888673,2025-06-12 14:18:19.888673,1,
in_5502f0510a068b,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,0,usd,void,2025-01-23 07:47:20.910480,2025-01-28 08:47:20.910480,,2025-01-21 08:47:20.910480,2025-02-22 08:47:20.910480,1,2025-01-25 08:47:20.910480
in_7aeacedc3e589d,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,29900,GBP,paid,2025-02-02 03:09:04.319206,2025-02-05 15:09:04.319206,2025-02-02 15:09:04.319206,2025-01-28 15:09:04.319206,2025-03-04 15:09:04.319206,2,
in_77fdf1a32f7961,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,29900,usd,paid,2025-03-04 04:09:04.319206,2025-03-06 15:09:04.319206,2025-03-04 15:09:04.319206,2025-03-03 15:09:04.319206,2025-04-03 15:09:04.319206,1,
in_b4b00620e31253,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,29900,GBP,paid,2025-04-03 06:09:04.319206,2025-04-10 13:09:04.319206,2025-04-03 13:09:04.319206,2025-03-31 13:09:04.319206,2025-05-03 13:09:04.319206,1,
in_8bbdb9ce442155,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,29900,gbp,paid,2025-05-03 02:09:04.319206,2025-05-04 19:09:04.319206,2025-05-03 19:09:04.319206,2025-05-01 19:09:04.319206,2025-06-02 19:09:04.319206,1,
in_df61e53bba2ca4,cus_2eebf3acefcb83,2362,sub_6f37159fc2b1e9,29900,29900,eur,paid,2025-06-01 22:09:04.319206,2025-06-08 21:09:04.319206,2025-06-02 21:09:04.319206,2025-06-02 21:09:04.319206,2025-07-02 21:09:04.319206,1,
in_27af1924282003,cus_5914e3d98ee06b,2364,sub_6663ecf40de1ce,29900,29900,usd,paid,2025-01-31 04:09:37.318091,2025-01-31 12:09:37.318091,2025-01-31 12:09:37.318091,2025-01-26 12:09:37.318091,2025-03-02 12:09:37.318091,2,
in_2da916d8d79114,cus_5914e3d98ee06b,2364,sub_6663ecf40de1ce,29900,29900,usd,paid,2025-03-02 16:09:37.318091,2025-03-08 23:09:37.318091,2025-03-02 23:09:37.318091,2025-03-02 23:09:37.318091,2025-04-01 23:09:37.318091,1,
in_119c0b8bd919e7,cus_5914e3d98ee06b,2364,sub_6663ecf40de1ce,29900,29900,Eur,paid,2025-03-31 22:09:37.318091,2025-04-07 06:09:37.318091,2025-04-01 06:09:37.318091,2025-03-29 06:09:37.318091,2025-05-01 06:09:37.318091,1,
in_19c6b87e0adf37,cus_d577f6a9535b2c,2368,sub_d698349d9acf3a,19900,19900,gbp,paid,2025-01-15 17:45:38.222322,2025-01-19 21:45:38.222322,2025-01-15 21:45:38.222322,2025-01-14 21:45:38.222322,2025-02-14 21:45:38.222322,3,
in_bace598a4abb09,cus_d577f6a9535b2c,2368,sub_d698349d9acf3a,19900,19900,usd,paid,2025-02-13 17:45:38.222322,2025-02-20 15:45:38.222322,2025-02-14 15:45:38.222322,2025-02-11 15:45:38.222322,2025-03-16 15:45:38.222322,1,
in_507c953bb6394a,cus_d577f6a9535b2c,2368,sub_d698349d9acf3a,19900,19900,eur,paid,2025-03-16 00:45:38.222322,2025-03-19 10:45:38.222322,2025-03-16 10:45:38.222322,2025-03-14 10:45:38.222322,2025-04-15 10:45:38.222322,1,
in_704c412acb5496,cus_47a9a6790b76e3,2380,sub_59f9a697208278,29900,29900,GBP,paid,2025-01-16 11:11:26.754772,2025-01-17 09:11:26.754772,2025-01-17 09:11:26.754772,2025-01-16 09:11:26.754772,2025-02-16 09:11:26.754772,1,
in_a62d95cc0ba9a7,cus_47a9a6790b76e3,2380,sub_59f9a697208278,29900,29900,USD,paid,2025-02-15 22:11:26.754772,2025-02-20 13:11:26.754772,2025-02-16 13:11:26.754772,2025-02-13 13:11:26.754772,2025-03-18 13:11:26.754772,1,
in_fb1ed791ad7ac6,cus_47a9a6790b76e3,2380,sub_59f9a697208278,29900,29900,GBP,paid,2025-03-18 00:11:26.754772,2025-03-23 03:11:26.754772,2025-03-18 03:11:26.754772,2025-03-15 03:11:26.754772,2025-04-17 03:11:26.754772,1,
in_6a20c1c714aa7e,cus_47a9a6790b76e3,2380,sub_59f9a697208278,29900,29900,eur,paid,2025-04-16 15:11:26.754772,2025-04-21 12:11:26.754772,2025-04-17 12:11:26.754772,2025-04-16 12:11:26.754772,2025-05-17 12:11:26.754772,1,
in_19285f7fa293fe,cus_18260a033543a4,2387,sub_501c630f612dda,4900,4900,eur,paid,2025-02-01 15:11:36.150654,2025-02-05 14:11:36.150654,2025-02-02 14:11:36.150654,2025-02-01 14:11:36.150654,2025-03-04 14:11:36.150654,2,
in_00794332d7e411,cus_312f0d248119d3,2390,sub_033f10887a83a0,2900,2900,GBP,paid,2025-03-04 09:23:26.951199,2025-03-06 15:23:26.951199,2025-03-04 15:23:26.951199,2025-03-02 15:23:26.951199,2025-04-03 15:23:26.951199,2,
in_dcf033e7ebe369,cus_37f75f50bf21e4,2391,sub_c8869f6213d91f,29900,29900,usd,paid,2025-01-05 07:16:08.724529,2025-01-09 07:16:08.724529,2025-01-06 07:16:08.724529,2025-01-02 07:16:08.724529,2025-02-05 07:16:08.724529,2,
in_5d02bd76d93444,cus_37f75f50bf21e4,2391,sub_c8869f6213d91f,29900,29900,gbp,paid,2025-01-09 16:50:55.188609,2025-01-10 11:50:55.188609,2025-01-10 11:50:55.188609,2025-01-06 11:50:55.188609,2025-02-09 11:50:55.188609,3,
in_c4abe5eabcde92,cus_37f75f50bf21e4,2391,sub_c8869f6213d91f,29900,29900,USD,paid,2025-02-08 14:50:55.188609,2025-02-09 11:50:55.188609,2025-02-09 11:50:55.188609,2025-02-06 11:50:55.188609,2025-03-11 11:50:55.188609,1,
in_4b5322685ae738,cus_f0032f3cb1e9da,2405,sub_dd5235f228947e,2900,2900,gbp,paid,2025-01-15 10:13:14.833340,2025-01-20 22:13:14.833340,2025-01-15 22:13:14.833340,2025-01-11 22:13:14.833340,2025-02-14 22:13:14.833340,1,
in_faa4145764aab6,cus_b5f7fb190af692,2406,sub_a5b4f7a0d19cb5,9900,9900,eur,paid,2025-01-03 23:22:58.033361,2025-01-08 15:22:58.033361,2025-01-04 15:22:58.033361,2025-01-04 15:22:58.033361,2025-02-03 15:22:58.033361,1,
in_ecd30b36030bc5,cus_b5f7fb190af692,2406,sub_a5b4f7a0d19cb5,9900,9900,GBP,paid,2025-01-11 02:48:37.711482,2025-01-14 05:48:37.711482,2025-01-11 05:48:37.711482,2025-01-09 05:48:37.711482,2025-02-10 05:48:37.711482,2,
in_bdb50d58165031,cus_b5f7fb190af692,2406,sub_a5b4f7a0d19cb5,9900,9900,gbp,paid,2025-02-09 21:48:37.711482,2025-02-10 05:48:37.711482,2025-02-10 05:48:37.711482,2025-02-10 05:48:37.711482,2025-03-12 05:48:37.711482,1,
in_483febb77b895c,cus_09e8e2af814ccc,2410,sub_f1cb5e0b768d22,4900,4900,GBP,paid,2025-01-12 00:20:27.956550,2025-01-14 16:20:27.956550,2025-01-12 16:20:27.956550,2025-01-11 16:20:27.956550,2025-02-11 16:20:27.956550,2,
in_ba1d721b2bf3be,cus_09e8e2af814ccc,2410,sub_f1cb5e0b768d22,4900,4900,USD,paid,2025-02-11 21:20:27.956550,2025-02-15 03:20:27.956550,2025-02-12 03:20:27.956550,2025-02-09 03:20:27.956550,2025-03-14 03:20:27.956550,1,
in_ac2d7893060f36,cus_09e8e2af814ccc,2410,sub_f1cb5e0b768d22,4900,4900,USD,paid,2025-03-13 08:20:27.956550,2025-03-15 22:20:27.956550,2025-03-13 22:20:27.956550,2025-03-13 22:20:27.956550,2025-04-12 22:20:27.956550,1,
in_2a1aa590517144,cus_fa9eb6705e7242,2414,sub_3b5c4233593a7f,19900,19900,usd,paid,2025-01-13 05:41:56.424563,2025-01-20 08:41:56.424563,2025-01-13 08:41:56.424563,2025-01-13 08:41:56.424563,2025-02-12 08:41:56.424563,3,
in_6042f1c6cfa349,cus_fa9eb6705e7242,2414,sub_3b5c4233593a7f,19900,0,eur,open,2025-02-11 06:41:56.424563,2025-02-17 21:41:56.424563,,2025-02-11 21:41:56.424563,2025-03-13 21:41:56.424563,1,2025-02-15 21:41:56.424563
in_5d8ebb48987c5a,cus_99bb053321eec1,2422,sub_424c98857b28d6,29900,29900,Eur,paid,2025-01-31 09:51:38.620286,2025-02-06 04:51:38.620286,2025-02-01 04:51:38.620286,2025-01-29 04:51:38.620286,2025-03-03 04:51:38.620286,2,
in_730e9dcbafe253,cus_99bb053321eec1,2422,sub_424c98857b28d6,29900,29900,USD,paid,2025-03-02 00:51:38.620286,2025-03-04 23:51:38.620286,2025-03-02 23:51:38.620286,2025-02-28 23:51:38.620286,2025-04-01 23:51:38.620286,1,
in_22e9ec9e8d2665,cus_99bb053321eec1,2422,sub_424c98857b28d6,29900,29900,Eur,paid,2025-04-01 13:51:38.620286,2025-04-07 04:51:38.620286,2025-04-02 04:51:38.620286,2025-03-31 04:51:38.620286,2025-05-02 04:51:38.620286,1,
in_92d18ec7d90dec,cus_99bb053321eec1,2422,sub_424c98857b28d6,29900,29900,USD,paid,2025-05-01 03:51:38.620286,2025-05-05 21:51:38.620286,2025-05-01 21:51:38.620286,2025-04-30 21:51:38.620286,2025-05-31 21:51:38.620286,1,
in_799fa29d03071f,cus_99bb053321eec1,2422,sub_424c98857b28d6,29900,29900,USD,paid,2025-05-31 11:51:38.620286,2025-06-05 22:51:38.620286,2025-05-31 22:51:38.620286,2025-05-30 22:51:38.620286,2025-06-30 22:51:38.620286,1,
in_11ca4112d8cec9,cus_bac0ca3b412c38,2426,sub_32bc124c21e65c,19900,19900,gbp,paid,2025-01-08 02:27:30.774203,2025-01-10 14:27:30.774203,2025-01-08 14:27:30.774203,2025-01-07 14:27:30.774203,2025-02-07 14:27:30.774203,3,
in_ac4d7ff95715e0,cus_bac0ca3b412c38,2426,sub_32bc124c21e65c,19900,0,eur,void,2025-01-24 07:06:44.092961,2025-01-31 14:06:44.092961,,2025-01-19 14:06:44.092961,2025-02-23 14:06:44.092961,2,2025-01-26 14:06:44.092961
in_6c3ba58fc394e8,cus_bac0ca3b412c38,2426,sub_32bc124c21e65c,19900,19900,gbp,paid,2025-01-24 00:48:26.980737,2025-01-31 14:48:26.980737,2025-01-24 14:48:26.980737,2025-01-20 14:48:26.980737,2025-02-23 14:48:26.980737,1,
