user_id,signup_date,archetype,country,device,lead_source,plan,mrr,is_retained_90d,subscription_start,subscription_end,days_to_churn,data_quality_score
3107,2025-01-03 10:14:11.293292,support_heavy,NL,web,direct,free,0,False,2025-01-04 02:35:07.811187,2025-01-21 19:27:06.549108817,18.383972868250208,0.65
3108,2025-01-07 13:47:49.780548,casual_explorer,UK,tablet,direct,free,0,False,2025-01-08 13:16:59.389748,2025-01-16 23:19:48.647008777,9.397209102555278,0.78
3109,2025-01-19 10:34:59.329816,bounce_visitor,IE,android,partner,free,0,False,2025-01-20 22:40:56.141635,2025-03-04 16:00:23.845434056,44.225978190023774,0.75
3110,2025-01-13 23:48:48.687816,power_user,DE,android,direct,business,199,True,2025-01-15 15:22:21.029215,,,0.79
3111,2025-01-13 09:09:19.452900,power_user,IE,mobile_web,linkedin,pro,99,True,2025-01-15 22:56:46.000043,,,0.74
3112,2025-01-19 19:27:09.281213,enterprise_evaluator,JP,mobile_web,google_ads,business,199,True,2025-01-20 12:13:29.101438,,,0.96
3113,2025-01-06 04:38:33.608184,casual_explorer,FR,mobile_web,organic,free,0,False,2025-01-06 07:24:52.326325,2025-01-19 19:46:10.283661102,13.630285595799842,0.84
3114,2025-01-12 00:48:13.854611,casual_explorer,SE,mobile_web,google_ads,free,0,False,2025-01-14 06:25:38.287099,2025-01-23 17:32:36.683992018,11.697486451169171,0.8
3115,2025-01-27 01:37:50.541091,bounce_visitor,DE,ios,organic,free,0,False,2025-01-27 13:47:12.034603,2025-02-18 11:41:31.412234218,22.419223045639086,0.78
3116,2025-01-07 08:26:13.416061,support_heavy,US,android,partner,free,0,False,2025-01-10 01:28:49.576693,2025-01-10 19:25:38.049821375,3.4579240018561617,0.68
3117,2025-01-03 17:41:55.568225,bounce_visitor,SE,tablet,partner,free,0,False,2025-01-06 01:05:32.841448,2025-01-14 08:55:47.390053967,10.634627567464854,0.97
3118,2025-01-04 23:28:36.182043,casual_explorer,NL,web,organic,free,0,True,2025-01-06 23:23:33.709680,,,0.97
3119,2025-01-04 06:23:36.219419,bounce_visitor,NL,tablet,linkedin,free,0,True,2025-01-05 06:13:49.609860,,,0.66
3120,2025-01-07 14:59:58.515776,bounce_visitor,CA,ios,linkedin,free,0,False,2025-01-09 14:55:43.904626,2025-01-07 21:12:06.128121687,0.25842143918615745,0.76
3121,2025-01-06 05:12:04.782347,engaged_free,JP,desktop,google_ads,free,0,False,2025-01-06 09:55:06.209668,2025-01-14 22:56:50.159477952,8.739414087163764,0.71
3122,2025-01-25 00:26:24.510802,engaged_free,US,mobile_web,linkedin,free,0,False,2025-01-30 23:25:44.514134,2025-01-27 12:13:06.334609029,2.490761849618429,0.98
3123,2025-01-18 07:24:15.801133,support_heavy,SE,android,google_ads,free,0,False,2025-01-18 14:19:50.368941,2025-02-11 08:37:21.632124682,24.050761932774073,0.76
3124,2025-01-07 11:42:45.272432,enterprise_evaluator,FR,mobile_web,partner,business,199,True,2025-01-08 07:14:10.235799,,,0.74
3125,2025-01-02 21:38:58.930728,power_user,DE,desktop,partner,business,199,True,2025-01-02 23:37:44.928811,,,0.73
3126,2025-01-12 01:32:55.130342,bounce_visitor,SE,mobile_web,google_ads,free,0,False,2025-01-14 14:42:21.329550,2025-01-19 04:13:59.389622874,7.111854852787869,0.92
3127,2025-01-11 00:10:22.498949,engaged_free,SE,android,organic,free,0,True,2025-01-11 10:17:54.890150,,,0.65
3128,2025-01-04 01:33:02.154562,engaged_free,IE,web,organic,basic,29,True,2025-01-05 13:03:02.451444,,,0.87
3129,2025-01-26 08:09:12.923058,power_user,US,mobile_web,google_ads,business,199,False,2025-01-28 07:58:14.160368,2025-02-04 19:22:37.823706479,9.467649313061079,0.84
3130,2025-01-05 15:47:10.138071,power_user,JP,tablet,organic,enterprise,299,True,2025-01-07 08:37:37.122189,,,0.79
3131,2025-02-16 23:49:47.454541,bounce_visitor,IE,mobile_web,linkedin,free,0,False,2025-02-18 09:58:23.647963,2025-02-17 11:32:44.835744381,0.48816413429842176,0.73
3132,2025-01-12 19:59:32.828389,support_heavy,SE,mobile_web,referral,basic,29,False,2025-01-16 13:30:54.448303,2025-01-13 08:15:37.626401820,0.5111666436669369,0.99
3133,2025-01-08 03:03:45.010811,bounce_visitor,FR,tablet,direct,free,0,False,2025-01-13 04:12:22.965313,2025-01-12 16:20:22.874625359,4.553216016369929,0.71
3134,2025-01-07 11:21:52.239385,engaged_free,UK,tablet,direct,starter,49,False,2025-01-10 07:14:36.570454,2025-01-25 12:31:13.683948594,18.048164867634156,0.99
3135,2025-01-09 22:15:03.930390,bounce_visitor,DE,desktop,organic,free,0,False,2025-01-11 00:59:52.322707,2025-01-31 00:33:16.241122327,21.095975818661163,0.83
3136,2025-01-12 16:56:12.065632,casual_explorer,NL,desktop,linkedin,free,0,False,2025-01-13 17:51:04.870917,2025-03-28 20:08:59.056582073,75.13387721007032,0.92
3137,2025-01-28 16:17:34.985993,casual_explorer,DE,ios,partner,free,0,False,2025-01-28 18:09:56.854891,2025-02-20 14:47:39.123560747,22.937547888515603,0.95
3138,2025-01-04 23:01:12.072740,bounce_visitor,JP,mobile_web,partner,free,0,False,2025-01-06 13:56:07.405981,2025-01-20 12:46:08.560144987,15.572876011631788,0.71
3139,2025-01-01 04:37:41.369928,enterprise_evaluator,FR,desktop,organic,enterprise,299,True,2025-01-02 16:06:49.819834,,,0.72
3140,2025-01-01 05:30:05.987610,casual_explorer,CA,tablet,linkedin,free,0,True,2025-01-03 07:04:57.133198,,,0.99
3141,2025-01-04 02:12:15.668055,casual_explorer,SE,web,partner,free,0,False,2025-01-08 14:33:07.454716,2025-01-22 04:54:27.366750933,18.112635401573286,0.82
3142,2025-01-21 08:36:45.307566,casual_explorer,FR,desktop,organic,free,0,True,2025-01-21 10:39:59.167618,,,0.71
3143,2025-01-31 03:13:33.550095,casual_explorer,FR,ios,linkedin,free,0,False,2025-01-31 09:23:55.448331,2025-02-07 19:33:53.630638925,7.680787969258371,1.0
3144,2025-01-12 16:16:16.773402,support_heavy,JP,android,partner,basic,29,False,2025-01-12 21:30:02.340393,2025-03-03 22:00:16.561223127,50.238886433114935,0.85
3145,2025-01-28 17:41:22.535453,engaged_free,US,mobile_web,partner,free,0,True,2025-01-30 12:09:31.130065,,,0.72
3146,2025-01-08 19:37:05.695059,support_heavy,IE,web,partner,basic,29,True,2025-01-09 02:28:50.645105,,,0.8
3147,2025-01-04 16:53:01.560191,bounce_visitor,CA,tablet,referral,free,0,False,2025-01-05 01:51:45.023782,2025-01-19 02:39:41.088710216,14.407401950453899,0.84
3148,2025-01-18 01:51:38.551938,engaged_free,UK,android,organic,basic,29,True,2025-01-22 22:47:19.998960,,,0.87
3149,2025-01-08 00:49:18.124247,casual_explorer,UK,desktop,partner,free,0,False,2025-01-08 07:16:34.135772,2025-01-08 07:42:15.410008733,0.2867741407608396,0.8
3150,2025-01-07 11:01:58.630985,casual_explorer,CA,android,direct,free,0,True,2025-01-07 22:02:45.404521,,,0.6
3151,2025-01-06 03:53:39.797957,casual_explorer,IE,mobile_web,google_ads,free,0,False,2025-01-06 08:07:50.183446,2025-01-12 13:58:06.355160175,6.419751819481173,0.9
3152,2025-01-05 23:07:28.685620,bounce_visitor,FR,web,direct,free,0,False,2025-01-07 09:29:55.392876,2025-01-08 05:51:38.499166199,2.2806691382661914,0.85
3153,2025-02-21 00:45:55.706597,casual_explorer,SE,android,organic,free,0,False,2025-02-21 02:31:52.310288,2025-02-25 01:30:17.208096666,4.030804415505391,0.84
3154,2025-01-06 23:51:48.491590,casual_explorer,JP,desktop,partner,free,0,False,2025-01-07 18:43:49.789289,2025-01-19 12:15:40.602076360,12.516575352851412,0.81
3155,2025-01-04 09:38:30.001254,bounce_visitor,IE,web,referral,free,0,False,2025-01-16 01:41:37.555760,2025-01-13 02:12:12.744370209,8.690078045326516,0.98
3156,2025-01-26 00:00:22.004852,enterprise_evaluator,UK,web,referral,business,199,False,2025-01-26 14:26:17.195993,2025-02-03 23:49:25.060969764,8.992396482844512,0.84
3157,2025-02-22 07:55:17.683849,power_user,JP,mobile_web,organic,pro,99,True,2025-02-23 10:58:13.938457,,,0.97
3158,2025-01-22 10:34:38.235926,casual_explorer,UK,desktop,referral,free,0,True,2025-01-22 15:04:54.690702,,,0.95
3159,2025-01-31 19:19:40.573403,support_heavy,US,tablet,referral,free,0,True,2025-02-01 11:16:57.267277,,,0.77
3160,2025-02-06 16:36:16.803451,engaged_free,JP,mobile_web,partner,free,0,True,2025-02-07 09:42:07.678614,,,0.88
3161,2025-01-04 21:46:52.588055,casual_explorer,CA,desktop,organic,free,0,True,2025-01-09 04:24:27.893368,,,0.62
3162,2025-01-04 06:40:26.438757,enterprise_evaluator,DE,desktop,direct,business,199,True,2025-01-07 20:30:46.021142,,,0.87
3163,2025-02-07 12:34:54.751444,engaged_free,US,desktop,referral,free,0,True,2025-02-09 21:08:34.882804,,,0.93
3164,2025-01-12 22:45:57.564572,support_heavy,SE,web,google_ads,free,0,False,2025-01-17 06:44:39.121890,2025-01-21 09:51:27.585545264,8.46215302052394,0.85
3165,2025-01-17 10:36:53.158023,casual_explorer,DE,android,partner,basic,29,False,2025-01-20 02:40:47.827567,2025-01-20 18:49:58.996065771,3.342428681050597,0.61
3166,2025-01-15 07:17:38.508214,casual_explorer,FR,ios,partner,free,0,False,2025-01-21 00:07:52.937559,2025-01-16 23:53:13.941519701,1.6913823299271102,0.88
3167,2025-01-06 20:04:11.286252,engaged_free,FR,ios,referral,starter,49,False,2025-01-07 21:00:10.521469,2025-01-15 08:49:46.258060881,8.53165476630646,0.62
3168,2025-01-06 00:13:33.455616,power_user,SE,tablet,direct,pro,99,True,2025-01-08 00:26:57.239787,,,0.89
3169,2025-01-02 15:58:11.254239,power_user,US,android,partner,enterprise,299,True,2025-01-09 02:03:45.542667,,,0.83
3170,2025-01-23 01:56:26.207132,enterprise_evaluator,AU,desktop,google_ads,enterprise,299,False,2025-02-02 00:09:51.540960,2025-01-27 18:48:31.999767306,4.702844822167898,0.67
3171,2025-01-06 02:45:00.896589,engaged_free,JP,web,referral,free,0,False,2025-01-09 06:47:35.346380,2025-01-11 15:36:27.735126842,5.535727297891728,0.85
3172,2025-02-22 21:53:20.981445,casual_explorer,US,web,partner,free,0,True,2025-02-23 16:09:29.170886,,,0.73
3173,2025-01-03 10:26:43.348068,support_heavy,US,desktop,direct,basic,29,True,2025-01-04 06:09:26.744213,,,0.89
3174,2025-01-15 18:50:03.096473,casual_explorer,NL,android,organic,basic,29,False,2025-01-15 20:21:06.110439,2025-01-17 11:09:56.601764596,1.680480385319372,0.99
3175,2025-01-09 03:51:42.010701,bounce_visitor,NL,android,partner,free,0,False,2025-01-09 20:02:20.660648,2025-01-31 16:00:50.306192499,22.506346012633085,0.7
3176,2025-01-25 13:29:09.761225,enterprise_evaluator,SE,web,partner,enterprise,299,True,2025-01-25 13:56:53.342821,,,0.73
3177,2025-01-15 16:10:54.050867,bounce_visitor,IE,web,google_ads,free,0,False,2025-01-18 01:37:19.739242,2025-01-16 15:09:38.615903326,0.9574602434759651,0.61
3178,2025-01-01 12:12:30.306658,bounce_visitor,IE,ios,organic,free,0,False,2025-01-02 08:32:33.670878,2025-01-19 16:30:28.927993973,18.179150709907066,0.84
3179,2025-01-08 01:25:02.878894,support_heavy,AU,mobile_web,referral,basic,29,True,2025-01-08 05:04:56.187701,,,0.68
3180,2025-02-14 02:05:14.113429,casual_explorer,NL,tablet,partner,basic,29,False,2025-02-18 19:25:11.797368,2025-03-01 02:03:25.915107113,14.998747704607846,0.7
3181,2025-01-19 14:10:34.242270,bounce_visitor,US,mobile_web,direct,free,0,False,2025-01-20 21:42:13.615104,2025-01-20 06:53:52.249628738,0.6967361962816739,0.72
3182,2025-02-09 01:00:24.520876,bounce_visitor,CA,mobile_web,direct,free,0,False,2025-02-10 12:39:35.851546,2025-03-07 12:34:45.091496512,26.482182530329958,0.69
3183,2025-01-26 13:49:14.254440,support_heavy,CA,tablet,linkedin,free,0,False,2025-01-26 20:25:29.130859,2025-02-08 09:37:30.734877491,12.825190745804333,0.71
3184,2025-03-02 04:14:41.269864,bounce_visitor,AU,android,referral,free,0,False,2025-03-02 19:15:10.482116,2025-03-21 05:56:03.420979274,19.07039526753789,0.68
3185,2025-01-04 10:00:07.303788,casual_explorer,US,web,google_ads,free,0,True,2025-01-04 10:02:54.129698,,,0.99
3186,2025-01-07 05:21:44.629357,casual_explorer,NL,web,direct,free,0,False,2025-01-07 08:06:52.648822,2025-01-20 10:56:56.457547405,13.232775789240822,0.97
3187,2025-01-15 13:12:35.904724,engaged_free,UK,tablet,referral,starter,49,True,2025-01-17 06:01:03.818166,,,0.77
3188,2025-01-04 21:32:16.573894,enterprise_evaluator,NL,web,google_ads,enterprise,299,True,2025-01-12 07:12:58.777671,,,0.88
3189,2025-01-19 06:38:40.650171,power_user,FR,tablet,organic,business,199,True,2025-01-20 00:51:47.069811,,,0.84
3190,2025-01-05 09:01:25.088912,engaged_free,FR,desktop,google_ads,free,0,False,2025-01-07 08:52:05.661736,2025-01-09 13:19:21.336679373,4.179123238048345,0.64
3191,2025-01-05 01:17:35.187109,enterprise_evaluator,JP,tablet,linkedin,enterprise,299,True,2025-01-06 21:45:31.518258,,,0.7
3192,2025-01-03 16:08:59.483407,support_heavy,AU,mobile_web,partner,free,0,True,2025-01-03 19:36:53.098645,,,0.83
3193,2025-01-01 11:28:48.276024,engaged_free,DE,web,linkedin,starter,49,True,2025-01-04 07:07:17.739517,,,0.84
3194,2025-01-21 03:31:08.868626,engaged_free,FR,tablet,direct,basic,29,False,2025-01-22 05:33:02.198825,2025-01-26 13:52:19.518335783,5.43137326052992,0.83
3195,2025-01-03 04:14:55.079243,power_user,SE,ios,linkedin,enterprise,299,True,2025-01-05 20:20:35.774530,,,0.89
3196,2025-01-01 04:50:02.422986,engaged_free,SE,mobile_web,partner,starter,49,False,2025-01-01 14:25:12.366226,2025-03-30 22:13:19.293552534,88.72450081674226,0.71
3197,2025-01-03 05:17:58.173305,bounce_visitor,AU,desktop,organic,free,0,False,2025-01-04 15:57:29.320504,2025-01-27 21:43:20.763545899,24.684289238899265,0.92
3198,2025-01-29 02:42:19.824762,support_heavy,UK,desktop,linkedin,free,0,True,2025-01-29 14:09:09.804778,,,0.9
3199,2025-01-01 04:58:55.545629,enterprise_evaluator,DE,android,direct,business,199,True,2025-01-03 15:03:27.929243,,,0.67
3200,2025-01-15 07:52:21.078948,enterprise_evaluator,CA,ios,linkedin,enterprise,299,True,2025-01-15 17:42:34.770388,,,0.62
3201,2025-01-04 04:11:34.678239,engaged_free,DE,tablet,organic,basic,29,True,2025-01-06 16:35:35.647876,,,0.62
3202,2025-01-07 01:30:07.927940,casual_explorer,IE,mobile_web,partner,basic,29,False,2025-01-08 04:15:10.880567,2025-02-03 09:27:24.481307152,27.33144158989761,0.92
3203,2025-01-01 06:03:53.987516,bounce_visitor,US,web,direct,free,0,False,2025-01-02 08:27:56.604598,2025-01-05 17:57:53.922029341,4.495832575385887,0.83
3204,2025-01-08 05:33:20.623241,engaged_free,AU,tablet,partner,free,0,False,2025-01-08 12:58:20.827537,2025-01-31 02:04:05.817276910,22.854689745786022,0.8
3205,2025-01-30 22:44:06.338185,casual_explorer,SE,ios,google_ads,free,0,True,2025-01-31 05:05:05.048922,,,0.67
3206,2025-01-20 09:29:41.860838,enterprise_evaluator,UK,tablet,referral,enterprise,299,True,2025-01-21 03:06:43.958390,,,0.66
3207,2025-01-01 23:44:57.573562,support_heavy,UK,android,referral,free,0,False,2025-01-02 00:18:51.713215,2025-01-08 07:02:46.135957080,6.304034286980124,0.72
3208,2025-01-06 13:51:33.582351,enterprise_evaluator,IE,web,linkedin,enterprise,299,True,2025-01-08 05:27:05.339248,,,0.92
3209,2025-01-31 19:20:54.229325,engaged_free,AU,mobile_web,linkedin,starter,49,True,2025-02-02 23:41:50.776469,,,0.7
3210,2025-01-08 21:38:25.085136,engaged_free,DE,web,linkedin,free,0,True,2025-01-11 07:21:59.298743,,,0.89
3211,2025-01-01 10:17:39.497821,engaged_free,JP,desktop,partner,starter,49,False,2025-01-04 17:59:43.844868,2025-01-07 10:08:09.503480158,5.993402843277328,0.84
3212,2025-01-18 05:06:45.008569,engaged_free,FR,ios,direct,starter,49,False,2025-01-19 10:05:09.477067,2025-01-23 20:42:27.637174959,5.649798942198612,0.7
3213,2025-01-01 10:23:54.172499,support_heavy,US,web,partner,basic,29,True,2025-01-01 17:04:20.041977,,,0.64
3214,2025-01-09 15:15:55.047174,bounce_visitor,DE,mobile_web,google_ads,free,0,False,2025-01-13 01:32:02.857771,2025-01-11 08:47:21.587065305,1.7301682857790297,0.79
3215,2025-01-05 03:52:37.485949,casual_explorer,UK,tablet,direct,basic,29,True,2025-01-06 03:38:03.643973,,,0.6
3216,2025-01-11 08:45:33.005062,casual_explorer,CA,ios,organic,basic,29,True,2025-01-11 18:35:13.284541,,,0.67
3217,2025-01-01 02:10:28.158790,bounce_visitor,IE,web,organic,free,0,False,2025-01-01 15:49:38.832071,2025-01-02 17:40:22.112405996,1.6457633520369728,0.64
3218,2025-01-05 19:22:36.676115,casual_explorer,CA,mobile_web,referral,free,0,False,2025-01-06 01:44:53.631002,2025-01-23 12:24:27.015457758,17.709610409059714,0.75
3219,2025-02-01 10:02:02.918817,enterprise_evaluator,SE,android,referral,business,199,True,2025-02-04 04:54:50.775231,,,0.83
3220,2025-01-19 01:49:00.405817,engaged_free,NL,desktop,linkedin,basic,29,False,2025-01-20 20:39:52.957030,2025-01-29 16:07:06.180414159,10.59590016894863,0.86
3221,2025-01-12 22:26:34.825246,power_user,JP,android,linkedin,business,199,True,2025-01-13 09:39:23.367666,,,0.71
3222,2025-01-14 23:32:55.532188,bounce_visitor,DE,tablet,partner,free,0,False,2025-01-19 20:14:45.539434,2025-02-08 22:42:01.451948252,24.96465184907695,0.9
3223,2025-01-02 12:02:22.498432,casual_explorer,DE,web,partner,free,0,True,2025-01-03 07:15:19.480415,,,0.68
3224,2025-01-05 20:05:24.505927,bounce_visitor,CA,android,organic,free,0,False,2025-01-08 08:18:27.558814,2025-01-28 20:17:40.292786276,23.008516051612034,0.71
3225,2025-01-06 02:02:28.816193,casual_explorer,FR,android,partner,free,0,False,2025-01-09 07:13:02.396094,2025-01-12 09:20:00.654744198,6.3038407239722085,0.65
3226,2025-02-14 07:23:43.334161,engaged_free,AU,ios,linkedin,free,0,True,2025-02-16 04:40:18.009191,,,0.85
3227,2025-01-04 23:05:33.850733,bounce_visitor,UK,web,direct,free,0,False,2025-01-05 19:23:43.879369,2025-01-07 02:44:17.598582631,2.151895229741071,0.65
3228,2025-01-07 15:53:50.677904,casual_explorer,FR,tablet,partner,free,0,True,2025-01-12 07:57:09.852245,,,0.8
3229,2025-01-08 18:29:21.584357,support_heavy,FR,ios,partner,basic,29,False,2025-01-13 13:56:16.626922,2025-01-13 15:52:37.746929235,4.891159289030545,0.61
3230,2025-01-03 14:12:03.389376,casual_explorer,CA,android,partner,free,0,True,2025-01-04 09:34:56.623347,,,0.74
3231,2025-02-04 21:17:23.927224,casual_explorer,AU,mobile_web,google_ads,free,0,True,2025-02-06 12:25:29.842821,,,0.68
3232,2025-02-11 15:01:07.811051,bounce_visitor,US,mobile_web,partner,free,0,False,2025-02-12 16:03:58.600577,2025-02-23 11:29:37.777737950,11.853124614432325,0.63
3233,2025-01-13 05:39:11.574282,support_heavy,UK,ios,referral,free,0,False,2025-01-13 22:06:35.052528,2025-02-06 10:41:54.307502732,24.21021681968435,0.78
3234,2025-01-12 21:49:24.785633,casual_explorer,JP,web,google_ads,free,0,False,2025-01-13 14:33:55.249711,2025-01-21 18:22:49.090151339,8.856531302295561,0.81
3235,2025-01-02 01:25:54.326822,support_heavy,DE,ios,linkedin,free,0,True,2025-01-04 02:21:11.445167,,,0.68
3236,2025-01-16 14:06:46.628822,bounce_visitor,FR,ios,direct,free,0,False,2025-01-19 08:55:10.807054,2025-01-30 02:33:29.997661099,13.518557509711819,0.63
3237,2025-01-13 00:58:55.501398,bounce_visitor,UK,android,partner,free,0,False,2025-01-14 07:55:52.274611,2025-01-25 03:16:10.137163844,12.095308284326904,0.63
3238,2025-01-02 17:47:42.671769,casual_explorer,DE,web,partner,free,0,False,2025-01-03 01:44:28.899695,2025-01-06 09:00:05.175065471,3.6335937881535996,0.85
3239,2025-01-29 06:06:22.767306,power_user,NL,ios,organic,enterprise,299,True,2025-02-04 04:15:11.708211,,,0.88
3240,2025-01-13 09:29:41.502637,enterprise_evaluator,AU,tablet,direct,enterprise,299,True,2025-01-14 03:21:39.245327,,,0.7
3241,2025-01-25 08:28:20.004368,bounce_visitor,US,mobile_web,direct,free,0,False,2025-01-26 05:58:24.771374,2025-02-03 00:38:26.091835052,8.673681567905652,0.61
3242,2025-01-02 22:55:11.325354,enterprise_evaluator,AU,tablet,organic,enterprise,299,False,2025-01-03 02:30:44.490774,2025-01-19 07:12:18.863895671,16.34522614052856,0.69
3243,2025-02-15 08:06:30.633130,engaged_free,SE,desktop,referral,free,0,True,2025-02-19 13:54:22.481185,,,0.79
3244,2025-01-06 21:46:18.100707,casual_explorer,AU,android,referral,basic,29,True,2025-01-07 23:35:43.137146,,,0.97
3245,2025-01-03 17:39:20.970805,support_heavy,IE,desktop,organic,basic,29,True,2025-01-05 02:34:48.457287,,,0.72
3246,2025-01-02 10:08:39.390805,support_heavy,SE,desktop,partner,free,0,True,2025-01-03 23:09:41.626213,,,0.68
3247,2025-01-03 00:00:23.425551,engaged_free,DE,web,linkedin,free,0,True,2025-01-05 04:09:28.482715,,,0.9
3248,2025-01-17 03:51:48.791837,bounce_visitor,UK,desktop,organic,free,0,False,2025-01-20 22:58:24.585620,2025-01-17 22:21:14.873283289,0.7704407574802196,0.7
3249,2025-01-29 09:33:15.418482,engaged_free,UK,mobile_web,partner,basic,29,True,2025-02-01 03:45:03.076440,,,0.96
3250,2025-01-07 16:33:22.333890,enterprise_evaluator,IE,android,referral,business,199,True,2025-01-08 06:47:42.244359,,,0.61
3251,2025-01-09 22:38:22.321472,casual_explorer,IE,desktop,organic,free,0,True,2025-01-14 10:38:54.283859,,,0.97
3252,2025-01-01 19:31:06.762529,bounce_visitor,SE,android,direct,free,0,True,2025-01-04 00:41:51.819619,,,0.91
3253,2025-02-15 12:17:20.878043,bounce_visitor,US,mobile_web,linkedin,free,0,False,2025-02-19 22:12:26.197482,2025-03-01 07:04:26.182329219,13.782700281090523,0.61
3254,2025-01-05 15:43:54.920200,casual_explorer,US,web,google_ads,free,0,False,2025-01-09 05:22:44.921696,2025-02-09 02:30:18.053655140,34.4488788594345,0.7
3255,2025-01-18 15:20:51.880706,support_heavy,CA,tablet,linkedin,free,0,False,2025-01-22 04:25:20.341147,2025-02-24 11:27:01.759193693,36.83761433434827,0.67
3256,2025-01-14 18:11:02.479357,casual_explorer,AU,web,linkedin,free,0,False,2025-01-20 09:31:49.937538,2025-02-12 07:36:37.127415346,28.559428796971574,0.86
3257,2025-02-23 11:34:28.735949,engaged_free,IE,ios,linkedin,basic,29,True,2025-02-25 10:35:45.019972,,,0.82
3258,2025-01-16 10:57:15.911913,engaged_free,AU,ios,partner,free,0,True,2025-01-20 15:06:15.953217,,,0.8
3259,2025-01-15 13:50:42.776369,casual_explorer,IE,web,google_ads,free,0,False,2025-01-16 23:33:50.337144,2025-01-19 07:12:23.135285699,3.723383783758077,0.83
3260,2025-01-14 06:58:19.573095,enterprise_evaluator,DE,mobile_web,organic,enterprise,299,True,2025-01-14 13:07:40.820490,,,0.96
3261,2025-01-19 11:30:07.147453,support_heavy,NL,ios,organic,basic,29,False,2025-01-20 02:14:40.368062,2025-02-17 20:35:46.457311841,29.378927197440298,0.75
3262,2025-01-23 01:13:02.764071,support_heavy,UK,tablet,referral,basic,29,False,2025-01-23 07:30:40.359969,2025-01-24 19:40:03.489894167,1.7687584007311437,0.73
3263,2025-01-08 04:43:15.528650,support_heavy,JP,mobile_web,partner,basic,29,True,2025-01-09 07:14:06.030616,,,0.65
3264,2025-01-15 09:54:34.964950,engaged_free,AU,web,partner,starter,49,True,2025-01-19 09:25:48.977983,,,0.67
3265,2025-01-16 19:59:38.331060,power_user,US,android,partner,enterprise,299,True,2025-01-18 02:30:14.570865,,,0.77
3266,2025-01-02 10:11:56.253534,bounce_visitor,US,web,direct,free,0,False,2025-01-02 19:57:29.011817,2025-01-08 06:30:08.132462939,5.845970820936817,0.83
3267,2025-01-01 06:22:30.336821,engaged_free,IE,desktop,referral,basic,29,True,2025-01-04 15:27:51.424521,,,0.85
3268,2025-02-03 20:27:48.467983,engaged_free,FR,ios,linkedin,basic,29,True,2025-02-07 15:38:23.831832,,,0.99
3269,2025-01-23 04:43:57.386078,enterprise_evaluator,AU,ios,linkedin,enterprise,299,True,2025-01-25 19:09:09.837504,,,0.63
3270,2025-01-28 06:22:06.483799,power_user,UK,mobile_web,organic,business,199,True,2025-01-29 06:42:01.632891,,,0.88
3271,2025-01-02 09:04:02.501423,enterprise_evaluator,US,tablet,referral,business,199,False,2025-01-02 09:39:12.780622,2025-01-09 23:12:35.176652447,7.589267074414866,0.96
3272,2025-01-01 22:49:06.258101,enterprise_evaluator,NL,android,organic,business,199,False,2025-01-04 19:03:29.578090,2025-01-05 09:52:28.544183003,3.4606746074306476,0.87
3273,2025-01-02 20:46:43.086432,casual_explorer,SE,web,linkedin,free,0,False,2025-01-02 21:06:25.609900,2025-02-02 22:09:14.450039735,31.05730744916357,0.85
3274,2025-01-14 09:39:01.257059,support_heavy,CA,tablet,linkedin,free,0,True,2025-01-15 00:48:41.287607,,,0.63
3275,2025-01-03 14:02:36.459049,power_user,NL,desktop,google_ads,business,199,True,2025-01-08 12:54:37.000450,,,0.66
3276,2025-01-06 18:30:22.854134,enterprise_evaluator,JP,tablet,linkedin,business,199,False,2025-01-08 16:25:38.196623,2025-01-26 18:12:46.037507199,19.98776832607866,0.84
3277,2025-01-10 16:43:03.671390,casual_explorer,FR,desktop,direct,free,0,True,2025-01-12 00:59:09.726719,,,0.6
3278,2025-01-21 21:19:28.814522,enterprise_evaluator,JP,tablet,organic,enterprise,299,True,2025-01-24 19:10:06.014164,,,0.62
3279,2025-02-12 18:15:11.299724,support_heavy,SE,web,linkedin,basic,29,False,2025-02-15 05:19:05.052405,2025-03-03 13:12:34.196464194,18.789848341900438,0.69
3280,2025-02-06 20:20:50.329593,bounce_visitor,US,web,referral,free,0,False,2025-02-07 01:38:26.305574,2025-03-18 04:36:39.126632243,39.34431478054678,0.71
3281,2025-01-27 19:42:11.014396,casual_explorer,SE,web,organic,free,0,True,2025-01-29 05:58:44.552525,,,0.67
3282,2025-01-02 20:15:00.110578,bounce_visitor,SE,web,organic,free,0,False,2025-01-05 13:01:09.803014,2025-01-24 07:37:17.617912279,21.473813742294862,0.71
3283,2025-01-04 08:04:29.123079,casual_explorer,FR,android,google_ads,free,0,True,2025-01-05 04:29:40.385025,,,0.94
3284,2025-03-02 08:04:08.274366,power_user,JP,tablet,referral,enterprise,299,True,2025-03-05 07:36:32.991668,,,0.9
3285,2025-01-06 12:09:12.898183,support_heavy,NL,tablet,linkedin,free,0,False,2025-01-09 12:31:21.983035,2025-01-14 21:08:13.510376813,8.374312641132079,0.76
3286,2025-01-01 17:18:47.425146,support_heavy,NL,android,referral,basic,29,False,2025-01-04 06:58:49.537132,2025-01-03 20:41:48.089251346,2.1409799086266705,0.97
3287,2025-01-20 03:29:08.042325,power_user,NL,tablet,organic,pro,99,True,2025-01-21 04:00:11.841185,,,0.8
